iter	RMSE
156	0.03608425123
157	0.03597038176
158	0.0358657874
159	0.03574239614
160	0.03563403165
161	0.03550211908
162	0.0353690923
163	0.03518852117
164	0.03509147234
165	0.03499173223
166	0.03488648752
167	0.03479807746
168	0.03469585243
169	0.03460078651
170	0.03451643899
171	0.03438554749
172	0.0343043012
173	0.03421306859
174	0.03411684901
175	0.03403673861
176	0.03394590481
177	0.033865572
178	0.03376977708
179	0.03366502166
180	0.0335586467
181	0.0334894476
182	0.03338252285
183	0.03330043649
184	0.03317176897
185	0.03309238487
186	0.03303029829
187	0.03294200863
188	0.03283314794
189	0.03276097904
190	0.03267708249
191	0.03259754641
192	0.03252351965
193	0.03240787283
194	0.03229642991
195	0.03222409073
196	0.0321438532
197	0.03205244881
198	0.03195630817
199	0.03187559976
200	0.03177382028
201	0.03168450684
202	0.03160892132
203	0.0314757059
204	0.03140713635
205	0.0312955476
206	0.03117384675
207	0.03108216357
208	0.03097692357
209	0.0308709269
210	0.03077734773
211	0.03068592898
212	0.03052973258
213	0.03045374084
214	0.03036695537
215	0.03025695815
216	0.03018164055
217	0.03006281868
218	0.02993654314
219	0.02986356534
220	0.02977031912
221	0.02969392659
222	0.02960042599
223	0.02945371463
224	0.02933470871
225	0.02925702039
226	0.02919893127
227	0.02909377579
228	0.0290437333
229	0.02896152819
230	0.02885756979
231	0.02878268899
232	0.02869384251
233	0.02863418792
234	0.02853383381
235	0.02843642367
236	0.02832250832
237	0.02824710296
238	0.02813936647
239	0.02807336561
240	0.02799644587
241	0.02791298296
242	0.02781126099
243	0.02766923649
244	0.02759977726
245	0.02751198796
246	0.02744649087
247	0.02737368105
248	0.02728767497
249	0.02721977748
250	0.02711752036
251	0.02705395936
252	0.02697966095
253	0.02690630265
254	0.02682883754
255	0.02676088483
256	0.02672240299
257	0.02662974639
258	0.02658914687
259	0.02648808884
260	0.02640050317
261	0.02632853669
262	0.02622297269
263	0.02618163058
264	0.02612011429
265	0.02603338875
266	0.02599098109
267	0.02589030607
268	0.02581787026
269	0.02570748308
270	0.02561131916
271	0.02556444019
272	0.0254949897
273	0.02544062113
274	0.02537260022
275	0.02526827054
276	0.02518744438
277	0.02508971573
278	0.02501511957
279	0.02493250743
280	0.02484784687
281	0.02479041664
282	0.02467174258
283	0.0246004194
284	0.02449183692
285	0.02445718144
286	0.02438591955
287	0.02430803913
288	0.02423063549
289	0.02415574862
290	0.0240847349
291	0.0240264999
292	0.0239816024
293	0.02392186711
294	0.02386640792
295	0.02378910513
296	0.02367366303
297	0.02359188865
298	0.02352380011
299	0.02346344301
300	0.02338102234
301	0.02333433494
302	0.02325022901
303	0.02318886692
304	0.02308733823
305	0.02301496931
306	0.02293639131
307	0.02286039447
308	0.02277984347
309	0.02270449991
310	0.02265834467
311	0.02258682509
312	0.02253859546
313	0.0224507892
314	0.0223699523
315	0.02229015243
316	0.02221417699
317	0.0221360721
318	0.02206324099
319	0.02199948364
320	0.02193090122
321	0.02187048744
322	0.02182537551
323	0.02176505999
324	0.0217078889
325	0.02160721709
326	0.02155305012
327	0.02150533992
328	0.02142105204
329	0.02134563264
330	0.02128680894
331	0.02123228442
332	0.02118546361
333	0.02110713626
334	0.02102391367
335	0.02097304377
336	0.02092593239
337	0.02084533449
338	0.02078857581
339	0.02070932276
340	0.02066448754
341	0.02061769372
342	0.02054633476
343	0.02050674559
344	0.0204437597
345	0.02039564797
346	0.02031095533
347	0.02026494028
348	0.02022956726
349	0.02016689809
350	0.02011272057
351	0.02005976587
352	0.02001046295
353	0.01995689908
354	0.01989611685
355	0.01982871714
356	0.01978867993
357	0.01972316535
358	0.01967200753
359	0.0196274224
360	0.01959135177
361	0.01951761142
362	0.01947884895
363	0.01939551216
364	0.01932893307
365	0.01928461187
366	0.01921424459
367	0.0191667767
368	0.01910042784
369	0.01904836543
370	0.01902664617
371	0.01897865213
372	0.01889857942
373	0.01885826637
374	0.01879942272
375	0.01875900963
376	0.01870355417
377	0.01865043438
378	0.01858657957
379	0.01853022306
380	0.01847481759
381	0.01841721083
382	0.01836118713
383	0.01829984204
384	0.01826876621
385	0.01820660515
386	0.01814569872
387	0.01810502414
388	0.01803800724
389	0.0179923592
390	0.01794509197
391	0.01790486225
392	0.01783920751
393	0.01778300111
394	0.01771534547
395	0.01767715202
396	0.01761244153
397	0.01757380851
398	0.0175573735
399	0.01748917678
400	0.01743715881
401	0.01740164379
402	0.01735992136
403	0.01732089674
404	0.0172733949
405	0.01722233818
406	0.01719366348
407	0.01718605989
408	0.01712697669
409	0.01708424765
410	0.01703328027
411	0.01699937144
412	0.01695256927
413	0.01689853339
414	0.01685811773
415	0.0168162596
416	0.01676567639
417	0.01672283071
418	0.01666782756
419	0.01663628629
420	0.01660656776
421	0.01656183557
422	0.0164981975
423	0.01644794139
424	0.01640814095
425	0.01636237258
426	0.01630752734
427	0.01627600691
428	0.01624604181
429	0.01619798384
430	0.01618814801
431	0.01614451347
432	0.01608107126
433	0.01604129293
434	0.01597589544
435	0.01592250022
436	0.01587182621
437	0.01584089098
438	0.01580010916
439	0.01575409514
440	0.01569543581
441	0.01564059946
442	0.01558338387
443	0.0155041075
444	0.01546796625
445	0.01539095112
446	0.01536015137
447	0.01533934279
448	0.01528077857
449	0.01523690234
450	0.01518545413
451	0.0151454133
452	0.01512381324
453	0.01508463396
454	0.01504617559
455	0.01500178867
456	0.01497427511
457	0.01493588148
458	0.0148910075
459	0.01483036569
460	0.0147850114
461	0.01474189797
462	0.01467956481
463	0.0146310065
464	0.01458625748
465	0.01454328141
466	0.01452735545
467	0.01449101442
468	0.01445826727
469	0.01442485981
470	0.01438033097
471	0.01434365627
472	0.0143096875
473	0.014264377
474	0.01422842611
475	0.01419607246
476	0.01418574568
477	0.01414998193
478	0.01409902618
479	0.01405225475
480	0.01403835704
481	0.01402353466
482	0.01396694604
483	0.01391932072
484	0.01388371164
485	0.01382781136
486	0.01380632179
487	0.01377307022
488	0.01374709033
489	0.0136906503
490	0.01365681334
491	0.01361146269
492	0.01358223127
493	0.01353249324
494	0.01349497026
495	0.01345492542
496	0.01340896627
497	0.01336278334
498	0.01333320018
499	0.0132876971
